Year,Date Reported,Organization,PDF Link,Date of Incident,Date of Discovery,Residents Affected,Breach Type,Notes
2024,7-10-2024,"Advance Stores Company, Inc (Advance Auto Parts)",https://www.iowaattorneygeneral.gov/media/cms/7102024_Advance_Stores_Company_Inc_E86B1EC27834E.pdf,,,,Unauthorized Access,"Erica Wicas  Office: (267) 930-4345  Fax: (267) 930-4771  Email: EWicas@mullen.law  426 W. Lancaster Avenue, Suite 200  Devon, PA 19333 Mullen.law  July 10, 2024  VIA E-MAIL  Office of the Attorney General of Iowa  Consumer Protection Division  Security Breach Notifications  1305 E. Walnut Street  Des Moines, IA 50319-0106  E-mail: consumer@ag.iowa.gov Re:  Notice of Data Event  To Whom It May Concern:  We represent Advance Stores Company, Inc. (“Advance Auto Parts”) located at 4200 Six Forks  Road, Suite 2000, Raleigh, NC 27609, and write to notify your office of an incident that may affect  the security of certain personal information relating to approximately sixteen thousand one  hundred four (16,104) Iowa residents.  This notice will be supplemented with any new significant  facts learned subsequent to its submission.  By providing this notice, Advance Auto Parts does not  waive any rights or defenses regarding the applicability of Iowa law, the applicability of the Iowa  data eve"
2024,7-15-2024,MNGI Digestive Health,https://www.iowaattorneygeneral.gov/media/cms/7152024__MNGI_3458A9F3C31FF.pdf,"July 15, 2024",,,Unauthorized Access,"          Lindsay B. Nickle  Partner, Vice Chair  1201 Elm Street, Suite 2550  Dallas, Texas 75270  LNickle@constangy.com   Direct: 806.535.0274      July 15, 2024    VIA EMAIL  Attorney General Brenna Bird  Office of the Attorney General  Consumer Protection Division  Security Breach Notifications  1305 E. Walnut Street  Des Moines, IA 50319  consumer@ag.iowa.gov    Re:  Notice of Data Security Incident    Dear Attorney General Bird:   Constangy Brooks Smith & Prophete LLP represents MNGI Digestive Health (“MNGI”) in connection  with a recent data security incident described in greater detail below.   1. Nature of the security Incident.  On August 25, 2023, MNGI discovered unauthorized activity within its digital environment. In  response, MNGI took steps to secure its network and began an investigation. MNGI also engaged  independent cybersecurity experts to assist with the investigative efforts. This investigation  determined that unauthorized access to certain portions of its netwo"
2024,7-15-2024,Rite Aid Corporation,https://www.iowaattorneygeneral.gov/media/cms/7152024_Rite_Aid_Corporation_4C8971F44F752.pdf,,,,Theft,"  787 Seventh Avenue, 31st Floor | New York, NY 10019 | T 212.513.3200 | F 212.385.9010  Holland & Knight LLP | www.hklaw.com  Mark H. Francis  +1 212-513-3572  Mark.Francis@hklaw.com      Atlanta | Austin | Birmingham | Boston | Century City | Charlotte | Chattanooga | Chicago | Dallas | Denver | Fort Lauderdale   Houston | Jacksonville | Los Angeles | Miami | Nashville | Newport Beach | New York | Orlando | Philadelphia  Portland | Richmond | San Francisco | Stamford | Tallahassee | Tampa | Tysons | Washington, D.C. | West Palm Beach    July 15, 2024  Via E-Mail to consumer@ag.iowa.gov  Consumer Protection   Security Breach Notifications  Office of the Attorney General of Iowa  1305 E. Walnut Street  Des Moines, Iowa 50319-0106  Re:  Notice of Security Incident  To Whom it May Concern:  I am writing on behalf of Rite Aid Corporation (“Rite Aid”) to inform you that notice is being sent  to approximately 586 Iowa residents regarding a security incident. Approximately 2.2 million  indiv"
2024,7-16-2024,"FCDG Management, LLC (First Choice Dental)",https://www.iowaattorneygeneral.gov/media/cms/7162024_FCDG_Management_LLC_First_C_6963F59B07A13.pdf,,,,Ransomware,"    299342905v.1    July 16, 2024                                        Brian H. Myers  (202) 626-7695 (direct)  Brian.Myers@WilsonElser.com    Via Email:    Office of the Attorney General  Consumer Protection Division  Security Breach Notifications  Office of the Attorney General of Iowa  1305 E. Walnut Street  Des Moines, Iowa 50319  consumer@ag.iowa.gov    Re:  Notice of Cybersecurity Incident     Office of the Attorney General:    Wilson Elser Moskowitz Edelman and Dicker LLP (“Wilson Elser”) represents FCDG  Management, LLC dba First Choice Dental, located at 440 Science Drive, Suite 110 in Madison,  Wisconsin 53711, and we are providing notice of a recent cybersecurity incident (hereinafter, the  “Incident”). By providing this notice, FCD does not waive any rights or defenses regarding the  applicability of Iowa law or personal jurisdiction.    This letter will serve to inform you of the nature of the Incident, what information may have been  involved, and the steps that FCD has"
2024,7-25-2024,United of Omaha Life Insurance Company,https://www.iowaattorneygeneral.gov/media/cms/7252024_United_of_Omaha_Life_Insura_2374652742BF5.pdf,,,,Phishing,"BairdHolm1' ATTORNEYS AT LAW  EST. 1873 Robert L. Kardell 1700 Farnam Street Suite 1500 Omaha, NE 68102-2068 Tel: 402.344.0500 Fax: 402.344.0588 Direct: 402.636.8313  bkardell@bairdholm.com  www.bairdholm. com July 25, 2024 CONFIDENTIAL VIA FEDEX Office of the Attorney General State of Iowa 1305 E. Walnut Street Des Moines, Iowa 50319-0106 Re: Data Breach Client-Matter No. M9793-02794 To Whom It May Concern: Our firm represents United of Omaha Life Insurance Company (“United of Omaha”) in Omaha,  Nebraska. United of Omaha recently experienced a data breach, and the purpose of this letter is to  provide notification of the data breach pursuant to the Personal Information Security Breach Protection,  Iowa Code § 715C.1 et seq. IDENTIFICATION OF PARTIES United of Omaha is located at 3300 Mutual of Omaha, Nebraska, 68175. United of Omaha’s  contact person is Samantha Bames, Privacy Risk Consultant, (800)  775-6000, Privacy.Office@MutualofOmaha.com. NATURE OF THE BREACH On April 23, 2024, U"
2024,7-30-2024,"Gunster, Yoakley & Stewart, PA",https://www.iowaattorneygeneral.gov/media/cms/7302024_Gunster_Yoakley__Stewart_PA_2C374BC24EE4E.pdf,"November 27, 
2022",,,Unauthorized Access,"Craig A. Hoffman  direct dial: 513.929.3491  cahoffman@bakerlaw.com                July 30, 2024    VIA EMAIL (CONSUMER @AG.IOWA.GOV)  Consumer Protection Division  Security Breach Notifications  Office of the Attorney General of Iowa  1305 E. Walnut Street  Des Moines, IA 50319-0106  Re:  Incident Notification      Dear Sir or Madam:  We are writing on behalf of our client, Gunster, Yoakley & Stewart, PA (“Gunster”), to notify  your office of a data security incident involving Iowa residents. Gunster is located at 777 South  Flagler Drive, Suite 500, West Palm Beach, FL 33401.  Gunster has been working continuously and diligently to complete notification to individuals  whose information was involved in a security incident that Gunster detected on November 27,  2022. Gunster began providing notice to individuals in April 2023 and provided substitute notice  in August 2023 via nationwide media and a post on Gunster’s website. Gunster continued working  through files and with its client"
2024,7-31-2024,"QuoteWizard.com, LLC",https://www.iowaattorneygeneral.gov/media/cms/7312024_QuoteWizard_6FE9E5A5CEA7A.pdf,,,,Unauthorized Access,"      Error! Unknown document property name.      July 31, 2024      Via EMAIL – consumer@ag.iowa.gov  Consumer Protection Division  Security Breach Notifications  Office of the Attorney General of Iowa  1305 E. Walnut Street  Des Moines, Iowa 50319-0106  (515) 281-5926  RE:  Data incident affecting Iowa residents    To Whom It May Concern:       Pursuant to Iowa Code Chapter 715C, we are writing to notify you of a data incident that may  have resulted in the unauthorized access to or disclosure of the personal information of Iowa  residents.  Description of the incident  On June 11, 2024, QuoteWizard.com, LLC (“QuoteWizard”) determined that an unknown third  party used a service account credential to access certain vendor-hosted business systems, which  likely resulted in the unauthorized access to or disclosure of consumer data. In the intervening  weeks, we concluded that the incident likely resulted in the unauthorized access to or disclosure  of consumers’ names, residential addre"
2024,8-6-2024,Change Healthcare Inc (UnitedHealthcare),https://www.iowaattorneygeneral.gov/media/cms/862024_Change_Healthcare_Inc_F371153CF0F08.pdf,,,,Ransomware,"CONFIDENTIAL WilmerHale August 6, 2024  Paul C0™611 +1 202 663 6067 (t)  +1 202 663 6363 (f)  paul.connell@wilmerhale.com  Via E-Mail to consumer@ag.iowa.gov Consumer Protection Division Office of the Attorney General of Iowa Hoover State Office Bldg. 1305 E. Walnut Street Des Moines, IA 50319 Re:  Breach N otification To Whom It May Concern: I am writing on behalf of my client Change Healthcare Inc. (“CHC”), a subsidiary of UnitedHealth  Group Incorporated (“UHG”), to inform you of a security incident. While the data breach  notification law in your state generally does not require notice where the reporting company makes  notifications in compliance with other applicable federal data breach reporting requirements, CHC  is providing this notice as a courtesy given that the incident may have involved the protected health  information (PHI) or personally identifiable information (PII) of residents in your state. CHC provides products and services in the healthcare space to support payor"
2024,8-16-2024,Simpson College (ATS),https://www.iowaattorneygeneral.gov/media/cms/8162024_Simpson_College_ATS_8487E93A2842C.pdf,,,,Theft,"4853-5126-1656.1   Kutak Rock LLP The Omaha Building, 1650 Farnam Street, Omaha, NE 68102-2103 office 402.346.6000 Todd C. Kinney 402.346.6000 todd.kinney@kutakrock.com August 16, 2024 VIA EMAIL consumer@ag.iowa.gov RE:  Security Breach Incident of ATS, a Third Party Vendor of Simpson College   To Whom it May Concern:  Pursuant to the Personal Information Security Breach Provision, Iowa Code § 715C.1-2, we are  sending this letter to apprise the Office of the Attorney General of the State of Iowa  of a security  breach incident on behalf of our client, Simpson College.   On November 17, 2023, Simpson College received a letter from Athletic Trainer System  (“ATS”). ATS is a third-party vendor that provides certain services to Simpson College, including,  allowing certain Simpson College students to upload certain personal information, including, but  not limited to, protected health information. In ATS’s November 17 letter, ATS disclosed that a  threat actor may have accessed and/or acq"
2024,8-17-2024,National Public Data,https://www.iowaattorneygeneral.gov/media/cms/8172024_National_Public_Data_438E862515F45.pdf,,,,Theft,"[Date]  Dear [Recipient's Name]:  We are contacting you to advise you that we have learned of a data security incident potentially  involving your personal information. We want to provide you with more information below.  What Happened?   There appears to have been a data security incident that may have involved some of your  personal information. The incident is believed to have involved a third-party bad actor that was  trying to hack into data in late December 2023, with potential leaks of certain data in April 2024  and summer 2024. We conducted an investigation and subsequent information has come to light.  What Information Was Involved?   The information that was suspected of being breached contained name, email address, phone  number, social security number, and mailing address(es).   What We Are Doing  We cooperated with law enforcement and governmental investigators and conducted a review of  the potentially affected records and will try to notify you if there are further sign"
2024,8-17-2024,(More Information on Breach),https://www.iowaattorneygeneral.govhttps://nationalpublicdata.com/Breach.html,,,,,
2024,8-26-2024,"Trionfo Solutions, LLC",https://www.iowaattorneygeneral.gov/media/cms/8262024_Trionfo_Solutions_LLC_5631502DC198F.pdf,,,,Ransomware,"  2049 Century Park East Suite 2900 Los Angeles, CA  90067  •  310-229-1335    polsinelli.com  Atlanta       Boston       Chicago       Dallas       Denver       Houston       Kansas City       Los Angeles        Nashville        New York        Phoenix  St. Louis        San Francisco         Seattle       Washington, D.C.       Wilmington  Polsinelli PC, Polsinelli LLP in California    97222351.1  August 26, 2024    Pasha A. Sternberg  310-229-1335  psternberg@polsinelli.com      VIA E-MAIL (consumer@ag.iowa.gov)   Consumer Protection Division  Security Breach Notifications  Office of the Attorney General of Iowa  1305 E. Walnut Street  Des Moines, Iowa 50319-0106      Re:  Notification of Data Security Incident  To Whom It May Concern:  We represent Trionfo Solutions, LLC (“Trionfo”), which has a mailing address of 333 W. Pierce  Road, Suite 190, Itasca, IL 60143, in connection with a recent incident that involved the  personal information of one thousand three hundred sixty-seven (1"
