Organization,Industry,Date Reported,Date of Incident,Date of Discovery,State,Residents Affected,Breach Type,Notes
Bristol County Savings Bank,,2/5/2013,,,Massachusetts,Unknown,Unknown,
Toyota Motor Credit Corporation,,2/5/2013,,,Massachusetts,Unknown,Unknown,
Putnam Farms,,2/6/2013,,,Massachusetts,Unknown,Unknown,
"Newburyport Five Cents Savings
Bank",,2/6/2013,,,Massachusetts,Unknown,Unknown,
American Express,,2/6/2013,,,Massachusetts,Unknown,Unknown,
Pilgrim Bank,,2/6/2013,,,Massachusetts,Unknown,Unknown,
Rockland Trust Company,,2/6/2013,,,Massachusetts,Unknown,Unknown,
Rockland Trust Company,,2/6/2013,,,Massachusetts,Unknown,Unknown,
Rockland Trust Company,,2/6/2013,,,Massachusetts,Unknown,Unknown,
Rockland Trust Company,,2/6/2013,,,Massachusetts,Unknown,Unknown,
Rockland Trust Company,,2/6/2013,,,Massachusetts,Unknown,Unknown,
Rockland Trust Company,,2/6/2013,,,Massachusetts,Unknown,Unknown,
Rockland Trust Company,,2/6/2013,,,Massachusetts,Unknown,Unknown,
Rockland Trust Company,,2/6/2013,,,Massachusetts,Unknown,Unknown,
Rockland Trust Company,,2/6/2013,,,Massachusetts,Unknown,Unknown,
Rockland Trust Company,,2/6/2013,,,Massachusetts,Unknown,Unknown,
Rockland Trust Company,,2/6/2013,,,Massachusetts,Unknown,Unknown,
Rockland Trust Company,,2/6/2013,,,Massachusetts,Unknown,Unknown,
Rockland Trust Company,,2/6/2013,,,Massachusetts,Unknown,Unknown,
Rockland Trust Company,,2/6/2013,,,Massachusetts,Unknown,Unknown,
Rockland Trust Company,,2/6/2013,,,Massachusetts,Unknown,Unknown,
Rockland Trust Company,,2/6/2013,,,Massachusetts,Unknown,Unknown,
Rockland Trust Company,,2/6/2013,,,Massachusetts,Unknown,Unknown,
Rockland Trust Company,,2/6/2013,,,Massachusetts,Unknown,Unknown,
Rockland Trust Company,,2/6/2013,,,Massachusetts,Unknown,Unknown,
Rockland Trust Company,,2/6/2013,,,Massachusetts,Unknown,Unknown,
Rockland Trust Company,,2/6/2013,,,Massachusetts,Unknown,Unknown,
Rockland Trust Company,,2/6/2013,,,Massachusetts,Unknown,Unknown,
Rockland Trust Company,,2/6/2013,,,Massachusetts,Unknown,Unknown,
Rockland Trust Company,,2/6/2013,,,Massachusetts,Unknown,Unknown,
Rockland Trust Company,,2/6/2013,,,Massachusetts,Unknown,Unknown,
Rockland Trust Company,,2/6/2013,,,Massachusetts,Unknown,Unknown,
Rockland Trust Company,,2/6/2013,,,Massachusetts,Unknown,Unknown,
Rockland Trust Company,,2/6/2013,,,Massachusetts,Unknown,Unknown,
Rockland Trust Company,,2/6/2013,,,Massachusetts,Unknown,Unknown,
Rockland Trust Company,,2/6/2013,,,Massachusetts,Unknown,Unknown,
Rockland Trust Company,,2/6/2013,,,Massachusetts,Unknown,Unknown,
"Webster Five Cents Savings
Bank",,2/7/2013,,,Massachusetts,Unknown,Unknown,
"Webster Five Cents Savings
Bank",,2/7/2013,,,Massachusetts,Unknown,Unknown,
Marlborough Savings Bank,,2/7/2013,,,Massachusetts,Unknown,Unknown,
American Express,,2/7/2013,,,Massachusetts,Unknown,Unknown,
Schneider Electric,,2/7/2013,,,Massachusetts,Unknown,Unknown,
Edward Jones,,2/11/2013,,,Massachusetts,Unknown,Unknown,
The Commonwealth of MA - DOR,,2/11/2013,,,Massachusetts,Unknown,Unknown,
"THORLO, Inc.",,2/11/2013,,,Massachusetts,Unknown,Unknown,
Savers Bank,,2/11/2013,,,Massachusetts,Unknown,Unknown,
Marlborough Savings Bank,,2/11/2013,,,Massachusetts,Unknown,Unknown,
AIG Life & Retirement,,2/12/2013,,,Massachusetts,Unknown,Unknown,
Crafts Americana Group,,2/12/2013,,,Massachusetts,Unknown,Unknown,
Fidelity Investments,,2/12/2013,,,Massachusetts,Unknown,Unknown,
Salem Five,,2/12/2013,,,Massachusetts,Unknown,Unknown,
Salem Five,,2/12/2013,,,Massachusetts,Unknown,Unknown,
PetEdge,,2/13/2013,,,Massachusetts,Unknown,Unknown,
Schneider Electric,,2/13/2013,,,Massachusetts,Unknown,Unknown,
Froedtert Health,,2/13/2013,,,Massachusetts,Unknown,Unknown,
Hallmark Health System,,2/13/2013,,,Massachusetts,Unknown,Unknown,
Bridgewater Savings Bank,,2/13/2013,,,Massachusetts,Unknown,Unknown,
"Agincourt Wallboard, LLC",,2/13/2013,,,Massachusetts,Unknown,Unknown,
Mt. Rushmore Securities LLC,,2/14/2013,,,Massachusetts,Unknown,Unknown,
Capella University,,2/14/2013,,,Massachusetts,Unknown,Unknown,
Ally Bank,,2/14/2013,,,Massachusetts,Unknown,Unknown,
"UBS Wealth Management
Americas",,2/14/2013,,,Massachusetts,Unknown,Unknown,
R.F.C. Financial Services,,2/15/2013,,,Massachusetts,Unknown,Unknown,
Eastern Bank,,2/15/2013,,,Massachusetts,Unknown,Unknown,
Eastern Bank,,2/15/2013,,,Massachusetts,Unknown,Unknown,
Eastern Bank,,2/15/2013,,,Massachusetts,Unknown,Unknown,
Eastern Bank,,2/15/2013,,,Massachusetts,Unknown,Unknown,
Eastern Bank,,2/15/2013,,,Massachusetts,Unknown,Unknown,
Eastern Bank,,2/15/2013,,,Massachusetts,Unknown,Unknown,
Eastern Bank,,2/15/2013,,,Massachusetts,Unknown,Unknown,
Eastern Bank,,2/15/2013,,,Massachusetts,Unknown,Unknown,
Eastern Bank,,2/15/2013,,,Massachusetts,Unknown,Unknown,
Eastern Bank,,2/15/2013,,,Massachusetts,Unknown,Unknown,
Eastern Bank,,2/15/2013,,,Massachusetts,Unknown,Unknown,
Eastern Bank,,2/15/2013,,,Massachusetts,Unknown,Unknown,
Eastern Bank,,2/15/2013,,,Massachusetts,Unknown,Unknown,
Eastern Bank,,2/15/2013,,,Massachusetts,Unknown,Unknown,
Eastern Bank,,2/15/2013,,,Massachusetts,Unknown,Unknown,
Eastern Bank,,2/15/2013,,,Massachusetts,Unknown,Unknown,
Eastern Bank,,2/15/2013,,,Massachusetts,Unknown,Unknown,
Eastern Bank,,2/15/2013,,,Massachusetts,Unknown,Unknown,
Eastern Bank,,2/15/2013,,,Massachusetts,Unknown,Unknown,
Eastern Bank,,2/15/2013,,,Massachusetts,Unknown,Unknown,
Eastern Bank,,2/15/2013,,,Massachusetts,Unknown,Unknown,
Eastern Bank,,2/15/2013,,,Massachusetts,Unknown,Unknown,
Eastern Bank,,2/15/2013,,,Massachusetts,Unknown,Unknown,
"Milford Federal Savings and Loan
Association",,2/15/2013,,,Massachusetts,Unknown,Unknown,
Kindred Healthcare,,2/15/2013,,,Massachusetts,Unknown,Unknown,
United Healthcare,,2/19/2013,,,Massachusetts,Unknown,Unknown,
Harrington Hospital,,2/19/2013,,,Massachusetts,Unknown,Unknown,
"University of Massachusetts -
Amherst",,2/19/2013,,,Massachusetts,Unknown,Unknown,
"Massachusetts Mutual Live
Insurance Company",,2/19/2013,,,Massachusetts,Unknown,Unknown,
"The Commonwealth of
Massachusetts - DPL",,2/19/2013,,,Massachusetts,Unknown,Unknown,
Pilgrim Bank,,2/19/2013,,,Massachusetts,Unknown,Unknown,
Savers Bank,,2/19/2013,,,Massachusetts,Unknown,Unknown,
American Express,,2/19/2013,,,Massachusetts,Unknown,Unknown,
American Express,,2/19/2013,,,Massachusetts,Unknown,Unknown,
American Express,,2/19/2013,,,Massachusetts,Unknown,Unknown,
American Express,,2/19/2013,,,Massachusetts,Unknown,Unknown,
TD Bank,,2/19/2013,,,Massachusetts,Unknown,Unknown,
TD Bank,,2/19/2013,,,Massachusetts,Unknown,Unknown,
Putnam Investor Services LLC,,2/20/2013,,,Massachusetts,Unknown,Unknown,
Fidelity Investments,,2/21/2013,,,Massachusetts,Unknown,Unknown,
Middlesex Savings Bank,,2/21/2013,,,Massachusetts,Unknown,Unknown,
The Savings Bank,,2/21/2013,,,Massachusetts,Unknown,Unknown,
Massachusetts General Hospital,,2/21/2013,,,Massachusetts,Unknown,Unknown,
TD Bank,,2/21/2013,,,Massachusetts,Unknown,Unknown,
Marlborough Savings Bank,,2/21/2013,,,Massachusetts,Unknown,Unknown,
"Massachusetts Mutual Live
Insurance Company",,2/22/2013,,,Massachusetts,Unknown,Unknown,
"Polymer Group, Inc.",,2/22/2013,,,Massachusetts,Unknown,Unknown,
"Residential Mortgage Services,
Inc.",,2/25/2013,,,Massachusetts,Unknown,Unknown,
"Webster Five Cents Savings
Bank",,2/25/2013,,,Massachusetts,Unknown,Unknown,
"Webster Five Cents Savings
Bank",,2/25/2013,,,Massachusetts,Unknown,Unknown,
Adams Community Bank,,2/25/2013,,,Massachusetts,Unknown,Unknown,
Adams Community Bank,,2/25/2013,,,Massachusetts,Unknown,Unknown,
American Express,,2/25/2013,,,Massachusetts,Unknown,Unknown,
American Express,,2/25/2013,,,Massachusetts,Unknown,Unknown,
American Express,,2/25/2013,,,Massachusetts,Unknown,Unknown,
American Express,,2/25/2013,,,Massachusetts,Unknown,Unknown,
American Express,,2/25/2013,,,Massachusetts,Unknown,Unknown,
Webster Five,,2/25/2013,,,Massachusetts,Unknown,Unknown,
Webster Five,,2/25/2013,,,Massachusetts,Unknown,Unknown,
Citibank Mortgage,,2/25/2013,,,Massachusetts,Unknown,Unknown,
George K. Baum & Company,,2/25/2013,,,Massachusetts,Unknown,Unknown,
Discover Financial Services,,2/25/2013,,,Massachusetts,Unknown,Unknown,
Discover Financial Services,,2/25/2013,,,Massachusetts,Unknown,Unknown,
Discover Financial Services,,2/25/2013,,,Massachusetts,Unknown,Unknown,
Discover Financial Services,,2/25/2013,,,Massachusetts,Unknown,Unknown,
Discover Financial Services,,2/25/2013,,,Massachusetts,Unknown,Unknown,
Discover Financial Services,,2/25/2013,,,Massachusetts,Unknown,Unknown,
Discover Financial Services,,2/25/2013,,,Massachusetts,Unknown,Unknown,
Discover Financial Services,,2/25/2013,,,Massachusetts,Unknown,Unknown,
Discover Financial Services,,2/25/2013,,,Massachusetts,Unknown,Unknown,
Discover Financial Services,,2/25/2013,,,Massachusetts,Unknown,Unknown,
Discover Financial Services,,2/25/2013,,,Massachusetts,Unknown,Unknown,
Republic Bank,,2/26/2013,,,Massachusetts,Unknown,Unknown,
Cartier North America,,2/26/2013,,,Massachusetts,Unknown,Unknown,
"Crescent Healthcare, inc.",,2/27/2013,,,Massachusetts,Unknown,Unknown,
Brigham and Women's Hospital,,2/27/2013,,,Massachusetts,Unknown,Unknown,
People's Bank,,2/27/2013,,,Massachusetts,Unknown,Unknown,
"Newburyport Five Cents Savings
Bank",,2/27/2013,,,Massachusetts,Unknown,Unknown,
American Express,,2/27/2013,,,Massachusetts,Unknown,Unknown,
American Express,,2/28/2013,,,Massachusetts,Unknown,Unknown,
St. Mary's Credit Union,,2/28/2013,,,Massachusetts,Unknown,Unknown,
Savers Bank,,2/28/2013,,,Massachusetts,Unknown,Unknown,
American Express,,3/1/2013,,,Massachusetts,Unknown,Unknown,
FannieMae,,3/1/2013,,,Massachusetts,Unknown,Unknown,
Toyota Motor Credit Corporation,,3/1/2013,,,Massachusetts,Unknown,Unknown,
Toyota Motor Credit Corporation,,3/1/2013,,,Massachusetts,Unknown,Unknown,
"Central Hudson Gas& Electric
Corporation",,3/1/2013,,,Massachusetts,Unknown,Unknown,
Melmark New England,,3/4/2013,,,Massachusetts,Unknown,Unknown,
"The Prudential Insurance
Company of America",,3/4/2013,,,Massachusetts,Unknown,Unknown,
"Citizens Financial Group, Inc",,3/4/2013,,,Massachusetts,Unknown,Unknown,
"American Home Care Specialists
Inc",,3/4/2013,,,Massachusetts,Unknown,Unknown,
Rockland Trust,,3/4/2013,,,Massachusetts,Unknown,Unknown,
Rockland Trust,,3/4/2013,,,Massachusetts,Unknown,Unknown,
Rockland Trust,,3/4/2013,,,Massachusetts,Unknown,Unknown,
Rockland Trust,,3/4/2013,,,Massachusetts,Unknown,Unknown,
Rockland Trust,,3/4/2013,,,Massachusetts,Unknown,Unknown,
Rockland Trust,,3/4/2013,,,Massachusetts,Unknown,Unknown,
Rockland Trust,,3/4/2013,,,Massachusetts,Unknown,Unknown,
Rockland Trust,,3/4/2013,,,Massachusetts,Unknown,Unknown,
Rockland Trust,,3/4/2013,,,Massachusetts,Unknown,Unknown,
Rockland Trust,,3/4/2013,,,Massachusetts,Unknown,Unknown,
Rockland Trust,,3/4/2013,,,Massachusetts,Unknown,Unknown,
Rockland Trust,,3/4/2013,,,Massachusetts,Unknown,Unknown,
Experian,,3/6/2013,,,Massachusetts,Unknown,Unknown,
"Newburyport Five Cents Savings
Bank",,3/6/2013,,,Massachusetts,Unknown,Unknown,
"Newburyport Five Cents Savings
Bank",,3/6/2013,,,Massachusetts,Unknown,Unknown,
Toyota Motor Credit Corporation,,3/7/2013,,,Massachusetts,Unknown,Unknown,
TD Bank,,3/7/2013,,,Massachusetts,Unknown,Unknown,
"UBS Wealth Management
Americas",,3/7/2013,,,Massachusetts,Unknown,Unknown,
Inova Health System,,3/8/2013,,,Massachusetts,Unknown,Unknown,
Savers Bank,,3/8/2013,,,Massachusetts,Unknown,Unknown,
American Express,,3/8/2013,,,Massachusetts,Unknown,Unknown,
American Express,,3/10/2013,,,Massachusetts,Unknown,Unknown,
Watertown Savings Bank,,3/11/2013,,,Massachusetts,Unknown,Unknown,
Watertown Savings Bank,,3/11/2013,,,Massachusetts,Unknown,Unknown,
Watertown Savings Bank,,3/11/2013,,,Massachusetts,Unknown,Unknown,
Watertown Savings Bank,,3/11/2013,,,Massachusetts,Unknown,Unknown,
Watertown Savings Bank,,3/11/2013,,,Massachusetts,Unknown,Unknown,
Watertown Savings Bank,,3/11/2013,,,Massachusetts,Unknown,Unknown,
Watertown Savings Bank,,3/11/2013,,,Massachusetts,Unknown,Unknown,
Watertown Savings Bank,,3/11/2013,,,Massachusetts,Unknown,Unknown,
Watertown Savings Bank,,3/11/2013,,,Massachusetts,Unknown,Unknown,
Watertown Savings Bank,,3/11/2013,,,Massachusetts,Unknown,Unknown,
Watertown Savings Bank,,3/11/2013,,,Massachusetts,Unknown,Unknown,
Watertown Savings Bank,,3/11/2013,,,Massachusetts,Unknown,Unknown,
Watertown Savings Bank,,3/11/2013,,,Massachusetts,Unknown,Unknown,
Watertown Savings Bank,,3/11/2013,,,Massachusetts,Unknown,Unknown,
Watertown Savings Bank,,3/11/2013,,,Massachusetts,Unknown,Unknown,
Watertown Savings Bank,,3/11/2013,,,Massachusetts,Unknown,Unknown,
Watertown Savings Bank,,3/11/2013,,,Massachusetts,Unknown,Unknown,
Watertown Savings Bank,,3/11/2013,,,Massachusetts,Unknown,Unknown,
St. Mary's Credit Union,,3/11/2013,,,Massachusetts,Unknown,Unknown,
StanleyBlack&Decker,,3/11/2013,,,Massachusetts,Unknown,Unknown,
Hallmark Health,,3/11/2013,,,Massachusetts,Unknown,Unknown,
Credorax Group,,3/11/2013,,,Massachusetts,Unknown,Unknown,
Frontier Natural Products Co-op,,3/11/2013,,,Massachusetts,Unknown,Unknown,
ING Americas,,3/11/2013,,,Massachusetts,Unknown,Unknown,
"University of Connecticut - Health
Center",,3/12/2013,,,Massachusetts,Unknown,Unknown,
"Lawrence Melrose Medical
Electronic Record, Inc.",,3/12/2013,,,Massachusetts,Unknown,Unknown,
Dental Service of Massachusetts,,3/13/2013,,,Massachusetts,Unknown,Unknown,
"Beacon Residential Management
LP",,3/13/2013,,,Massachusetts,Unknown,Unknown,
Eastern Bank,,3/13/2013,,,Massachusetts,Unknown,Unknown,
Eastern Bank,,3/13/2013,,,Massachusetts,Unknown,Unknown,
Eastern Bank,,3/13/2013,,,Massachusetts,Unknown,Unknown,
Eastern Bank,,3/13/2013,,,Massachusetts,Unknown,Unknown,
Eastern Bank,,3/13/2013,,,Massachusetts,Unknown,Unknown,
Eastern Bank,,3/13/2013,,,Massachusetts,Unknown,Unknown,
Eastern Bank,,3/13/2013,,,Massachusetts,Unknown,Unknown,
Eastern Bank,,3/13/2013,,,Massachusetts,Unknown,Unknown,
Eastern Bank,,3/13/2013,,,Massachusetts,Unknown,Unknown,
Eastern Bank,,3/13/2013,,,Massachusetts,Unknown,Unknown,
Eastern Bank,,3/13/2013,,,Massachusetts,Unknown,Unknown,
Eastern Bank,,3/13/2013,,,Massachusetts,Unknown,Unknown,
Eastern Bank,,3/13/2013,,,Massachusetts,Unknown,Unknown,
Eastern Bank,,3/13/2013,,,Massachusetts,Unknown,Unknown,
Eastern Bank,,3/13/2013,,,Massachusetts,Unknown,Unknown,
Eastern Bank,,3/13/2013,,,Massachusetts,Unknown,Unknown,
Savers Bank,,3/14/2013,,,Massachusetts,Unknown,Unknown,
Adams Community Bank,,3/14/2013,,,Massachusetts,Unknown,Unknown,
"Massachusetts Mutual Live
Insurance Company",,3/14/2013,,,Massachusetts,Unknown,Unknown,
Pilgrim Bank,,3/14/2013,,,Massachusetts,Unknown,Unknown,
"Deutsche Asset & Wealth
Management",,3/14/2013,,,Massachusetts,Unknown,Unknown,
Brigham and Women's Hospital,,3/15/2013,,,Massachusetts,Unknown,Unknown,
Brigham and Women's Hospital,,3/15/2013,,,Massachusetts,Unknown,Unknown,
Mount Sinai Medical Center,,3/15/2013,,,Massachusetts,Unknown,Unknown,
Wyndham Vacation Ownership,,3/18/2013,,,Massachusetts,Unknown,Unknown,
Clinton Hospital,,3/18/2013,,,Massachusetts,Unknown,Unknown,
North Shore Medical Center,,3/18/2013,,,Massachusetts,Unknown,Unknown,
Pilgrim Bank,,3/18/2013,,,Massachusetts,Unknown,Unknown,
TD Bank,,3/18/2013,,,Massachusetts,Unknown,Unknown,
TD Bank,,3/18/2013,,,Massachusetts,Unknown,Unknown,
Capital One,,3/18/2013,,,Massachusetts,Unknown,Unknown,
Adams Community Bank,,3/18/2013,,,Massachusetts,Unknown,Unknown,
"Dr. Thomas Davis, Jr.",,3/18/2013,,,Massachusetts,Unknown,Unknown,
American Express,,3/19/2013,,,Massachusetts,Unknown,Unknown,
Brigham and Women's Hospital,,3/19/2013,,,Massachusetts,Unknown,Unknown,
"Newburyport Five Cents Savings
Bank",,3/21/2013,,,Massachusetts,Unknown,Unknown,
Saugusbank,,3/21/2013,,,Massachusetts,Unknown,Unknown,
Tennis Express,,3/21/2013,,,Massachusetts,Unknown,Unknown,
"United Shore Financial Services
LLC",,3/21/2013,,,Massachusetts,Unknown,Unknown,
OrthoCare Medical Equipment,,3/21/2013,,,Massachusetts,Unknown,Unknown,
"OCS America, Inc.",,3/22/2013,,,Massachusetts,Unknown,Unknown,
Lyons & Lyons PC,,3/22/2013,,,Massachusetts,Unknown,Unknown,
"OrthoCare Medical Equipment,
LLC",,3/22/2013,,,Massachusetts,Unknown,Unknown,
"Jackson National Life Insurance
Company",,3/22/2013,,,Massachusetts,Unknown,Unknown,
Savers Bank,,3/22/2013,,,Massachusetts,Unknown,Unknown,
Bristol County Savings Bank,,3/22/2013,,,Massachusetts,Unknown,Unknown,
Discover Financial Services,,3/22/2013,,,Massachusetts,Unknown,Unknown,
Discover Financial Services,,3/22/2013,,,Massachusetts,Unknown,Unknown,
Discover Financial Services,,3/22/2013,,,Massachusetts,Unknown,Unknown,
Discover Financial Services,,3/22/2013,,,Massachusetts,Unknown,Unknown,
Discover Financial Services,,3/22/2013,,,Massachusetts,Unknown,Unknown,
Discover Financial Services,,3/22/2013,,,Massachusetts,Unknown,Unknown,
Discover Financial Services,,3/22/2013,,,Massachusetts,Unknown,Unknown,
Discover Financial Services,,3/22/2013,,,Massachusetts,Unknown,Unknown,
Discover Financial Services,,3/22/2013,,,Massachusetts,Unknown,Unknown,
Discover Financial Services,,3/22/2013,,,Massachusetts,Unknown,Unknown,
Discover Financial Services,,3/22/2013,,,Massachusetts,Unknown,Unknown,
Discover Financial Services,,3/22/2013,,,Massachusetts,Unknown,Unknown,
Discover Financial Services,,3/22/2013,,,Massachusetts,Unknown,Unknown,
"Granite State Management &
Resources",,3/23/2013,,,Massachusetts,Unknown,Unknown,
"Webster Five Cents Savings
Bank",,3/25/2013,,,Massachusetts,Unknown,Unknown,
"Webster Five Cents Savings
Bank",,3/25/2013,,,Massachusetts,Unknown,Unknown,
Eagle Bank,,3/25/2013,,,Massachusetts,Unknown,Unknown,
Peoples Bank,,3/25/2013,,,Massachusetts,Unknown,Unknown,
Marlborough Savings Bank,,3/25/2013,,,Massachusetts,Unknown,Unknown,
American Express,,3/25/2013,,,Massachusetts,Unknown,Unknown,
"Citibank, NA",,3/25/2013,,,Massachusetts,Unknown,Unknown,
Jackson Lewis Attorneys at Law,,3/25/2013,,,Massachusetts,Unknown,Unknown,
Brigham and Women's Hospital,,3/25/2013,,,Massachusetts,Unknown,Unknown,
Brigham and Women's Hospital,,3/25/2013,,,Massachusetts,Unknown,Unknown,
"Webster Five Cents Savings
Bank",,3/25/2013,,,Massachusetts,Unknown,Unknown,
"Webster Five Cents Savings
Bank",,3/25/2013,,,Massachusetts,Unknown,Unknown,
Mutual One Bank,,3/25/2013,,,Massachusetts,Unknown,Unknown,
Lincoln Financial Group,,3/25/2013,,,Massachusetts,Unknown,Unknown,
Dell Inc.,,3/25/2013,,,Massachusetts,Unknown,Unknown,
TLO,,3/25/2013,,,Massachusetts,Unknown,Unknown,
Fallon Community Health Plan,,3/25/2013,,,Massachusetts,Unknown,Unknown,
Farmers Insurance Group,,3/25/2013,,,Massachusetts,Unknown,Unknown,
American Express,,3/26/2013,,,Massachusetts,Unknown,Unknown,
American Express,,3/26/2013,,,Massachusetts,Unknown,Unknown,
American Express,,3/26/2013,,,Massachusetts,Unknown,Unknown,
"Metropolitan Life Insurance
Company",,3/27/2013,,,Massachusetts,Unknown,Unknown,
"Citigroup, Inc.",,3/28/2013,,,Massachusetts,Unknown,Unknown,
EdVestors,,3/28/2013,,,Massachusetts,Unknown,Unknown,
Vinfen Corporation,,3/29/2013,,,Massachusetts,Unknown,Unknown,
Fidelity Investments,,3/29/2013,,,Massachusetts,Unknown,Unknown,
Brigham and Women's Hospital,,3/29/2013,,,Massachusetts,Unknown,Unknown,
American Express,,3/29/2013,,,Massachusetts,Unknown,Unknown,
American Express,,3/29/2013,,,Massachusetts,Unknown,Unknown,
American Express,,3/29/2013,,,Massachusetts,Unknown,Unknown,
American Express,,4/1/2013,,,Massachusetts,Unknown,Unknown,
"Newburyport Five Cents Savings
Bank",,4/1/2013,,,Massachusetts,Unknown,Unknown,
Capital One,,4/1/2013,,,Massachusetts,Unknown,Unknown,
Rockland Trust,,4/1/2013,,,Massachusetts,Unknown,Unknown,
Rockland Trust,,4/1/2013,,,Massachusetts,Unknown,Unknown,
Rockland Trust,,4/1/2013,,,Massachusetts,Unknown,Unknown,
Rockland Trust,,4/1/2013,,,Massachusetts,Unknown,Unknown,
Rockland Trust,,4/1/2013,,,Massachusetts,Unknown,Unknown,
Rockland Trust,,4/1/2013,,,Massachusetts,Unknown,Unknown,
Rockland Trust,,4/1/2013,,,Massachusetts,Unknown,Unknown,
Rockland Trust,,4/1/2013,,,Massachusetts,Unknown,Unknown,
Rockland Trust,,4/1/2013,,,Massachusetts,Unknown,Unknown,
Rockland Trust,,4/1/2013,,,Massachusetts,Unknown,Unknown,
Rockland Trust,,4/1/2013,,,Massachusetts,Unknown,Unknown,
Rockland Trust,,4/1/2013,,,Massachusetts,Unknown,Unknown,
Rockland Trust,,4/1/2013,,,Massachusetts,Unknown,Unknown,
American Express,,4/1/2013,,,Massachusetts,Unknown,Unknown,
American Express,,4/1/2013,,,Massachusetts,Unknown,Unknown,
American Express,,4/1/2013,,,Massachusetts,Unknown,Unknown,
Family Service of Greater Boston,,4/1/2013,,,Massachusetts,Unknown,Unknown,
Seaton Companies,,4/1/2013,,,Massachusetts,Unknown,Unknown,
"Seterus, Inc.",,4/1/2013,,,Massachusetts,Unknown,Unknown,
"Rollins, Inc",,4/1/2013,,,Massachusetts,Unknown,Unknown,
"Anderson's Statewide Driving
School",,4/1/2013,,,Massachusetts,Unknown,Unknown,
Clinton Health Access Initiative,,4/1/2013,,,Massachusetts,Unknown,Unknown,
First Data,,4/1/2013,,,Massachusetts,Unknown,Unknown,
Fenway Triangle Trilogy,,4/2/2013,,,Massachusetts,Unknown,Unknown,
Brigham and Women's Hospital,,4/2/2013,,,Massachusetts,Unknown,Unknown,
American Express,,4/3/2013,,,Massachusetts,Unknown,Unknown,
American Express,,4/4/2013,,,Massachusetts,Unknown,Unknown,
American Express,,4/4/2013,,,Massachusetts,Unknown,Unknown,
Pilgrim Bank,,4/4/2013,,,Massachusetts,Unknown,Unknown,
80sTees.com,,4/4/2013,,,Massachusetts,Unknown,Unknown,
Eighth Day Sound,,4/8/2013,,,Massachusetts,Unknown,Unknown,
"USAA Investment Management
Company",,4/8/2013,,,Massachusetts,Unknown,Unknown,
"Ellison Systems, Inc -
Shoplet.com",,4/8/2013,,,Massachusetts,Unknown,Unknown,
